,Species,Model_name,Trait,B0,E,T_pk,E_D,E_D_L,Est.Tpk,Est.Tmin,Est.Tmax,Max.response,Slope,Intercept,R_Squared,AIC,BIC,Rank,Corrected,Number.of.Data.Points,Number.of.Variables,B0.max,B0.min,E.max,E.min,Tpk.max,Tpk.min,Response.max,Response.min,ED.max,ED.min,EDL.max,EDL.min,TH.max,TH.min,THL.max,THL.min,Slope.max,Slope.min,Intercept.max,Intercept.min,FinalID,OriginalID,Citation,Latitude,Longitude,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,OptimalConditions,Best_Guess
408_Sch_O,Methanothermobacter thermautotrophicus,schoolfield,Methanogenesis,-3.189968078978881,0.7020710258974713,NA,4.801639414167396,-7.85598865197,340.699,334.599,344.499,12.9860236959,NA,NA,0.9687021666116991,9.371755439250745,11.927846231009594,3,False,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,156,"Zeikus, JG & Wolfe, RS (1972) Methanobacterium thermoautotrophicus sp. N., an anaerobic, autotrophic extreme thermophile. J. Bacter. 109, 707-713.",,,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,thermautotrophicus,True,D1
246_Sch_OS,Methanothermococcus okinawensis,schoolfield simple,Specific Growth Rate,-2.676002808804632,0.7582019267504667,NA,3.4680114270234554,NA,338.8003,332.3003,343.5003,27.5210836141,NA,NA,0.9716117179750103,17.465806907284563,20.45192979396566,1,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,Takai_2002_M_okinawensis,"2002,  Takai, K et al, 'Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system', International Journal of Systematic and Evolutionary Microbiology, 52 (1089?1095)",27.47,126.53,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,okinawensis,True,D1
246_Sch_TF,Methanothermococcus okinawensis,schoolfield two factor,Specific Growth Rate,-2.676026510126333,0.758205282736197,338.772680606,3.4680180150522233,NA,338.8003,332.3003,343.5003,27.5211189686,NA,NA,0.9716116072167329,17.46580692233146,20.45192980901256,2,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,Takai_2002_M_okinawensis,"2002,  Takai, K et al, 'Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system', International Journal of Systematic and Evolutionary Microbiology, 52 (1089?1095)",27.47,126.53,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,okinawensis,True,D1
246_Sch_O,Methanothermococcus okinawensis,schoolfield,Specific Growth Rate,-22.209449975293754,4.216540625455802,NA,21.46162905630622,-0.201167983812,340.3003,339.2003,341.1003,398961.549023,NA,NA,-10174007.112435628,200.46236053331913,203.84293257467266,3,False,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,Takai_2002_M_okinawensis,"2002,  Takai, K et al, 'Methanothermococcus okinawensis sp. nov., a thermophilic, methane-producing archaeon isolated from a Western Pacific deep-sea hydrothermal vent system', International Journal of Systematic and Evolutionary Microbiology, 52 (1089?1095)",27.47,126.53,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,okinawensis,True,D1
101_Sch_O,Methanothermococcus thermolithotrophicus,schoolfield,Specific Growth Rate,0.4242019436480321,0.31667407423034366,NA,4.795795520612228,-2.52229311644,338.15,327.45,342.75,18.9186871247,NA,NA,0.9959806729201449,-8.479762236552585,-4.361666585594264,1,False,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,Huber_1982_M_thermolithotrophicus,"1982, Huber H. et al, 'Methanococeus Thermolithotrophicus, a Novel ThermophilicLithotrophic Methanogen ', Arch Microbiol 132, (47- 50)",,,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,thermolithotrophicus,True,D1
101_Sch_TF,Methanothermococcus thermolithotrophicus,schoolfield two factor,Specific Growth Rate,-1.1367021258371304,0.5494256608961298,335.682236218,2.1726055655489294,NA,335.65,326.35,342.95,18.5156642263,NA,NA,0.9658677589660197,8.968169558760112,12.481095023730342,2,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,Huber_1982_M_thermolithotrophicus,"1982, Huber H. et al, 'Methanococeus Thermolithotrophicus, a Novel ThermophilicLithotrophic Methanogen ', Arch Microbiol 132, (47- 50)",,,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,thermolithotrophicus,True,D1
101_Sch_OS,Methanothermococcus thermolithotrophicus,schoolfield simple,Specific Growth Rate,-1.1365905569113401,0.5494050617543762,NA,2.172823414532114,NA,335.65,326.45,342.95,18.5158842415,NA,NA,0.9658677638826942,8.968169817268178,12.481095282238408,3,False,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,Huber_1982_M_thermolithotrophicus,"1982, Huber H. et al, 'Methanococeus Thermolithotrophicus, a Novel ThermophilicLithotrophic Methanogen ', Arch Microbiol 132, (47- 50)",,,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,thermolithotrophicus,True,D1
524_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-6.186782881568391,2.053886230651606,306.423354971,2.143749136577216,NA,306.45,297.15,318.05,1.11986780311,NA,NA,1.0,-248.36934375411147,-249.43787194851203,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,CT200,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
524_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-2.67019258323201,0.6717494868273075,NA,8.067041360157932,NA,NA,NA,NA,NA,NA,NA,0.9123648620924524,-9.886371335578257,-10.954899529978803,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,CT200,"Coles, J. F. & Jones, R. C. (2000). Effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river. J. Phycol., 36, 7-16.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
525_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-6.204056179147445,1.4169636392926543,304.891877152,2.627155225543933,NA,304.85,300.15,309.95,0.489694781967,NA,NA,1.0,-268.6931639023825,-269.761692096783,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,CT201,"Imai, H., Chang, K. H., Kusaba, M. & Nakano, S.-I. (2009). Temperature-dependent dominance of Microcystis (Cyanophyceae) species: M. aeruginosa and M. wesenbergii. J. Plankton Res., 31, 171-178.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
525_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-3.005919195927464,0.4738929759821189,NA,466.3302671283753,NA,NA,NA,NA,NA,NA,NA,0.7307924539285449,-13.088408654699826,-14.156936849100372,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,CT201,"Imai, H., Chang, K. H., Kusaba, M. & Nakano, S.-I. (2009). Temperature-dependent dominance of Microcystis (Cyanophyceae) species: M. aeruginosa and M. wesenbergii. J. Plankton Res., 31, 171-178.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
526_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-5.507979071492597,1.419155275544393,304.161369599,2.1222152676272406,NA,304.15,298.45,311.35,0.626553659722,NA,NA,0.9911994449663937,-40.36158588009626,-39.402788533955984,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,CT202,"van der Westhuizen, A. J. & J. N. Eloff. (1985). Effect of temperature and light on the toxicity and growth of the blue-green alga Microcystis aeruginosa (UV-006). Planta, 163, 55-59.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
526_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-2.4056929321351728,0.4010397998091182,NA,18.585566037073615,NA,NA,NA,NA,NA,NA,NA,0.7063050900228799,-19.300685239666898,-18.341887893526625,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,CT202,"van der Westhuizen, A. J. & J. N. Eloff. (1985). Effect of temperature and light on the toxicity and growth of the blue-green alga Microcystis aeruginosa (UV-006). Planta, 163, 55-59.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
526_Sch_O,Microcystis microcystis aeruginosa,schoolfield,Specific Growth Rate,-3.856603471129815,0.8463895491557748,NA,55.202227943732744,-23.0008598138,304.65,301.85,305.15,0.855805532157,NA,NA,-0.12817723772240264,-6.143796835208981,-5.601480550612596,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,CT202,"van der Westhuizen, A. J. & J. N. Eloff. (1985). Effect of temperature and light on the toxicity and growth of the blue-green alga Microcystis aeruginosa (UV-006). Planta, 163, 55-59.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
555_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-2.468443754500005,0.6321022319945053,NA,3.62314715574273,NA,305.25,299.45,309.05,1.17579536858,NA,NA,0.892124681739445,-17.9550651408818,-17.907875578711298,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,CT403,"Lürling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
555_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-2.4686367950867916,0.6321621521361592,305.237037867,3.6222931992228053,NA,305.25,299.45,309.05,1.17577875998,NA,NA,0.8921246805061499,-17.95506512813003,-17.90787556595953,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,CT403,"Lürling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
556_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-6.210058650840828,1.740142056103982,302.866091572,2.614960239448093,NA,302.85,298.25,308.55,0.947691149879,NA,NA,0.9521116896902758,-27.86605620924533,-26.907258863105056,1,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,CT404,"Lürling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
556_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-5.097657607295023,1.3689193879501413,NA,2.6783433324676613,NA,303.25,298.65,308.05,0.963619012942,NA,NA,0.9482504590159492,-27.393083957603864,-26.43428661146359,2,False,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,CT404,"Lürling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
556_Sch_O,Microcystis microcystis aeruginosa,schoolfield,Specific Growth Rate,-1.4745893747295273,0.2906950545743946,NA,5.741337263819623,-44.8572571802,NA,NA,NA,NA,NA,NA,0.4042033244798753,-8.745675370243976,-8.203359085647591,3,False,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,CT404,"Lürling M., Eshetu F., Faassen E.J., Kosten S. & Huszar V. L. M. (2013). Comparison of cyanobacterial and green algal growth rates at different temperatures. Freshwater Biol., 58, 552-559.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
610_Sch_TF,Microcystis microcystis aeruginosa,schoolfield two factor,Specific Growth Rate,-1.7599962093618986,0.457991792137011,304.708331866,4.162455906307476,NA,304.75,297.85,308.45,1.14793894805,NA,NA,0.9873961953109165,-31.455973342936744,-31.408783780766242,1,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,CT476,Nalewajko & Murphy (2001),,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
610_Sch_OS,Microcystis microcystis aeruginosa,schoolfield simple,Specific Growth Rate,-1.7599975669749657,0.4579922176138098,NA,4.162446334847084,NA,304.75,297.85,308.45,1.14793882801,NA,NA,0.9873961953190301,-31.45597334214486,-31.408783779974357,2,False,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,CT476,Nalewajko & Murphy (2001),,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,True,PhotosystemII
527_Sch_TF,Microcystis microcystis wesenbergii,schoolfield two factor,Specific Growth Rate,-2.6016903650749694,0.225349192052282,372.725134203,3.564182307260152,NA,NA,NA,NA,NA,NA,NA,0.5873344094005447,-22.106368853626968,-23.174897048027514,1,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,CT203,"Imai, H., Chang, K. H., Kusaba, M. & Nakano, S.-I. (2009). Temperature-dependent dominance of Microcystis (Cyanophyceae) species: M. aeruginosa and M. wesenbergii. J. Plankton Res., 31, 171-178.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis wesenbergii,True,PhotosystemII
527_Sch_OS,Microcystis microcystis wesenbergii,schoolfield simple,Specific Growth Rate,-1.9093546867878899,0.22540915388753424,NA,0.0001245891350600825,NA,NA,NA,NA,NA,NA,NA,0.5873336453279896,-22.106368765077004,-23.17489695947755,2,False,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,CT203,"Imai, H., Chang, K. H., Kusaba, M. & Nakano, S.-I. (2009). Temperature-dependent dominance of Microcystis (Cyanophyceae) species: M. aeruginosa and M. wesenbergii. J. Plankton Res., 31, 171-178.",,,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis wesenbergii,True,PhotosystemII
514_Sch_OS,Moritella abyssi,schoolfield simple,Specific Growth Rate,0.9169695616437846,1.4948877619399847,NA,3.4628941073345842,NA,277.56452,274.36452,280.56452,3.88258933783,NA,NA,0.9607275670535887,-14.648705464151053,-11.662582577469955,1,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,ying_2003_2_2693T,"Xu, Y., Nogi, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Moritella profunda sp. nov. and Moritella abyssi sp. nov., two psychropiezophilic organisms isolated from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 533?538.",5.37,-19.58,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,abyssi,True,Aerobic
514_Sch_TF,Moritella abyssi,schoolfield two factor,Specific Growth Rate,0.9169888044006937,1.4948256258994226,277.541725347,3.4628366613473105,NA,277.56452,274.36452,280.56452,3.88256883592,NA,NA,0.9607276857223799,-14.648705443984603,-11.662582557303505,2,False,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,ying_2003_2_2693T,"Xu, Y., Nogi, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Moritella profunda sp. nov. and Moritella abyssi sp. nov., two psychropiezophilic organisms isolated from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 533?538.",5.37,-19.58,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,abyssi,True,Aerobic
514_Sch_O,Moritella abyssi,schoolfield,Specific Growth Rate,1.5502743264805725,2.959042233463549e-09,NA,2.5944001523134417,-35.3611585792,275.86452,275.16452,279.86452,4.23995506018,NA,NA,0.9672992088840133,-12.279055808529197,-8.89848376717566,3,False,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,ying_2003_2_2693T,"Xu, Y., Nogi, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Moritella profunda sp. nov. and Moritella abyssi sp. nov., two psychropiezophilic organisms isolated from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 533?538.",5.37,-19.58,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,abyssi,True,Aerobic
178_Sch_O,Moritella marina,schoolfield,Specific Growth Rate,1.602430495467333,1.0232771296969645e-09,NA,20.135514344300624,-3.59145163157,290.248978241,284.748978241,291.848978241,4.82708567287,NA,NA,0.980961101973569,-12.952536745762625,-10.396445954003775,1,False,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,Mohr_1980_v_marinus_ATCC15381,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
178_Sch_TF,Moritella marina,schoolfield two factor,Specific Growth Rate,-0.3306367438842896,0.8450801735956625,290.530348707,16.29620284287531,NA,290.548978241,287.648978241,291.548978241,5.83100856804,NA,NA,0.9172311025598974,-5.216071500328191,-2.8188637919290116,2,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,Mohr_1980_v_marinus_ATCC15381,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
178_Sch_OS,Moritella marina,schoolfield simple,Specific Growth Rate,-0.33063439880595963,0.8450791310777492,NA,16.29610492017762,NA,290.548978241,287.648978241,291.548978241,5.83100046012,NA,NA,0.9172311213403715,-5.216071499631962,-2.8188637912327827,3,False,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,Mohr_1980_v_marinus_ATCC15381,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
179_Sch_O,Moritella marina,schoolfield,Specific Growth Rate,2.553646709390894,7.108921773468779e-08,NA,6.645394460348035,-2.42009372748,296.475923361,291.375923361,299.475923361,11.3847100535,NA,NA,0.9673738737238612,3.743152121773681,8.528419031362274,1,False,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,Mohr_1980_v_marinus_ATCC15382,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
179_Sch_OS,Moritella marina,schoolfield simple,Specific Growth Rate,-0.9156540996666015,1.128468668977975,NA,4.654898196732609,NA,295.975923361,292.475923361,298.675923361,12.3058430862,NA,NA,0.949179167504392,4.762019822026682,8.751496186018535,2,False,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,Mohr_1980_v_marinus_ATCC15382,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
179_Sch_TF,Moritella marina,schoolfield two factor,Specific Growth Rate,-0.9156831446437416,1.1284817160568998,296.024498056,4.654854052922864,NA,295.975923361,292.475923361,298.675923361,12.3058388645,NA,NA,0.9491791164080448,4.762019822912336,8.75149618690419,3,False,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,Mohr_1980_v_marinus_ATCC15382,"Mohr, P.W and Krawiec, S. 'Temperature Characteristics and Arrhenius Plots for Nominal
Psychrophiles, Mesophiles and Thermophiles', Journal of General Microbiology 121 (311-317)",,,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,marina,True,Aerobic
513_Sch_OS,Moritella profunda,schoolfield simple,Specific Growth Rate,1.5169430503181764,5.111293388537774e-09,NA,8.684976531643684,NA,264.71007,260.11007,279.51007,4.55826944022,NA,NA,0.999973687269106,-104.36403520540921,-99.9395019564692,1,False,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,ying_2003_2674T,"Xu, Y., Nogi, Y., Kato, C., Liang, Z., Ruger, H. J., De Kegel, D., & Glansdorff, N. (2003). Moritella profunda sp. nov. and Moritella abyssi sp. nov., two psychropiezophilic organisms isolated from deep Atlantic sediments. International Journal of Systematic and Evolutionary Microbiology, 53(2), 533?538.",5.37,-19.58,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,profunda,True,Aerobic
